emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
Aeronautical engineer,8,IL,MORTGAGE,25754,Not Verified,31.87,,Not Verified,27.71,0,,2009,7,22,11,12531,2265,2,4,,2,1341,6,2,10,11,1,2,5,16741,15,5,3,3,83.3,0,0,vacation,joint,15578,36,6.28,741.81,B,A2,Jun-2024,Current,fractional,Cash,3904.15,15034.51,12031.94,353.16,352.55
Clinical embryologist,6,AZ,OWN,100116,Source Verified,35.68,,Source Verified,,0,,1985,7,9,13,163871,32967,1,3,,0,607,6,12,17,2,0,1,3,41071,10,3,4,1,62.3,0,0,home_improvement,joint,18583,60,18.63,714.73,B,D2,Sep-2025,Current,whole,DirectPay,2143.29,10678.22,3396.73,3586.05,437.9
"Designer, blown glass/stained glass",9,CA,MORTGAGE,143372,Source Verified,19.92,162493.0,Source Verified,25.54,1,,2008,8,30,5,227442,223993,0,1,,1,1547,2,12,12,14,0,2,2,16278,21,3,8,0,69.5,0,0,debt_consolidation,joint,29783,36,6.65,1294.91,B,B2,Apr-2025,Current,whole,DirectPay,5503.44,20558.51,8753.75,1525.25,168.85
Nutritional therapist,10,FL,OWN,84497,Not Verified,10.33,,Source Verified,16.97,0,36.0,1987,1,29,12,243617,118379,0,4,,1,1119,7,9,15,19,0,1,8,14028,11,14,6,1,83.8,0,0,moving,individual,11892,60,15.33,224.38,B,B1,Nov-2025,Fully Paid,whole,Cash,5114.25,1986.27,8927.97,1882.35,69.37
Aeronautical engineer,2,TX,OWN,133714,Source Verified,12.65,206319.0,Not Verified,,0,38.0,2013,9,30,13,64507,52194,0,3,,1,885,1,9,14,5,1,0,9,11733,9,9,6,4,95.2,0,0,other,individual,18873,36,19.18,629.1,E,B2,Dec-2024,Current,whole,Cash,1793.18,6647.7,9236.13,184.36,22.15
"Designer, multimedia",2,FL,MORTGAGE,163862,Verified,22.79,,Verified,,0,,2017,0,17,22,132185,56790,0,0,,2,1737,2,6,14,13,1,0,4,47939,7,9,9,0,90.7,0,0,small_business,joint,18383,36,22.1,391.13,A,D1,Jun-2024,Current,whole,Cash,842.88,4130.94,7168.51,2269.38,71.84
"Programme researcher, broadcasting/film/video",1,TX,OWN,115848,Source Verified,6.51,,Not Verified,,0,,2002,1,5,20,296431,39761,1,4,,0,4747,7,6,7,18,0,2,9,8714,15,12,6,0,82.7,0,0,moving,joint,11347,36,6.38,872.85,D,E1,Oct-2023,Current,fractional,Cash,9700.92,8338.36,3103.2,2035.96,332.59
"Loss adjuster, chartered",2,CA,RENT,60661,Verified,40.3,,Verified,26.6,0,,1989,7,45,24,43311,14187,1,2,,2,2381,5,3,7,7,0,2,2,19028,22,6,9,2,70.7,0,0,debt_consolidation,individual,19299,60,6.27,385.98,D,A2,Jul-2025,Late (16-30 days),whole,Cash,19256.88,1316.14,12294.25,268.99,157.4
Barista,2,FL,OWN,122967,Not Verified,43.65,148035.0,Not Verified,21.68,0,12.0,2006,5,17,5,238676,218955,1,1,21.0,2,1158,1,11,22,2,0,0,2,31375,3,11,7,3,94.0,0,0,other,joint,9285,60,15.74,488.68,C,E2,Nov-2025,Current,whole,DirectPay,1343.18,7843.65,6107.49,1427.87,408.97
Sales executive,9,CA,OWN,166044,Source Verified,40.8,,Verified,16.06,0,,2009,1,37,21,44160,38986,0,0,15.0,0,4644,4,1,9,19,0,2,8,34236,22,11,5,4,78.3,0,0,small_business,joint,5163,60,7.67,122.93,B,A1,Jun-2023,Late (16-30 days),whole,DirectPay,2682.81,4013.32,2924.83,590.11,328.86
Freight forwarder,1,NC,RENT,179966,Verified,36.52,,Source Verified,39.38,0,,2011,9,12,21,148795,84424,2,4,,1,2133,3,10,2,19,0,0,4,45582,4,13,5,1,74.9,0,0,vacation,individual,21241,60,22.77,816.96,B,B2,Apr-2026,Current,fractional,DirectPay,14911.81,11461.59,11703.76,2270.19,6.02
Speech and language therapist,1,PA,RENT,65681,Source Verified,23.54,,Verified,,0,,2012,7,26,14,226281,149332,1,0,,0,483,1,4,0,15,1,1,7,35161,21,12,9,4,98.0,0,0,small_business,individual,45969,36,17.89,820.88,B,B2,Dec-2023,Current,whole,Cash,22972.92,1062.07,34740.6,808.4,329.35
"Psychologist, prison and probation services",4,FL,MORTGAGE,65954,Not Verified,5.23,233568.0,Not Verified,,0,,2015,6,19,8,115586,67674,0,3,,0,2465,0,5,12,11,0,1,7,49878,1,6,8,4,81.7,0,0,moving,joint,7024,36,11.68,121.1,A,C1,Aug-2023,Fully Paid,whole,DirectPay,5496.59,4903.67,1422.54,1378.27,201.59
Acupuncturist,9,NY,OWN,78346,Source Verified,31.37,,Not Verified,,1,,2009,7,34,13,248141,120409,1,1,,0,3495,1,4,7,9,0,0,9,27797,12,12,6,0,70.5,0,0,debt_consolidation,joint,11770,36,7.16,318.11,C,B2,Nov-2023,Current,fractional,DirectPay,7182.48,8195.63,2667.09,757.44,297.69
Optometrist,10,OH,MORTGAGE,115817,Source Verified,30.49,,Verified,31.35,0,40.0,2006,9,31,18,263654,202301,2,4,,0,1073,1,2,18,5,1,0,8,16903,3,2,5,2,65.6,0,0,credit_card,individual,4606,36,7.46,85.3,D,A1,Jul-2025,Current,whole,Cash,1636.82,4291.36,1011.95,539.45,149.05
"Investment banker, corporate",10,CA,OWN,140548,Verified,7.39,90422.0,Not Verified,28.66,0,,1986,2,49,9,41448,37749,1,1,36.0,1,3842,7,12,21,7,0,2,5,37618,6,8,4,1,80.0,0,0,small_business,joint,22857,36,9.55,714.28,A,D1,Aug-2023,Current,whole,DirectPay,2019.3,9919.11,16441.42,856.14,346.11
Jewellery designer,10,TX,MORTGAGE,164662,Source Verified,6.0,,Verified,28.79,0,,1987,6,39,13,293618,219461,2,4,,2,4631,0,12,22,1,1,2,6,7470,16,1,9,1,91.5,0,0,credit_card,individual,3261,36,11.41,148.23,C,C2,Aug-2023,Current,fractional,Cash,2525.79,1818.46,1571.86,162.23,360.09
Educational psychologist,5,OH,OWN,111868,Source Verified,6.18,74867.0,Verified,,0,,1991,5,5,10,166243,7831,1,2,32.0,0,1770,2,11,0,17,0,0,5,34578,1,2,8,0,88.2,0,0,small_business,individual,24288,60,21.55,639.16,D,D1,Mar-2024,Current,whole,Cash,9309.68,14587.92,7651.11,3274.29,242.28
Catering manager,1,AZ,MORTGAGE,167375,Not Verified,14.58,,Source Verified,,0,50.0,1986,3,38,16,19172,10450,1,3,,0,4888,3,9,12,8,0,0,8,11951,17,7,9,2,99.8,0,0,debt_consolidation,individual,17009,36,23.02,739.52,C,E1,May-2023,Fully Paid,whole,DirectPay,14010.34,16440.85,4516.91,635.54,98.76
Furniture conservator/restorer,3,FL,MORTGAGE,67086,Not Verified,28.63,192559.0,Verified,25.84,0,,2017,8,18,9,114533,13892,1,3,,2,4983,2,3,13,4,0,1,3,35972,20,9,0,0,81.7,0,0,other,individual,6375,60,22.34,141.67,A,B2,Jun-2025,Current,whole,DirectPay,5716.05,3170.68,3128.28,1256.93,261.2
Soil scientist,10,NC,OWN,55887,Verified,38.38,,Verified,38.08,0,,2000,4,39,15,263920,240894,1,4,,2,2440,4,8,23,5,0,1,9,22075,8,6,6,3,94.9,0,0,credit_card,joint,9551,60,5.69,176.87,A,E2,Jan-2025,Current,whole,DirectPay,1703.26,2441.05,6547.93,108.78,78.42
Physiological scientist,1,NC,OWN,34156,Source Verified,32.43,,Verified,,0,,2008,9,30,3,180148,163964,0,1,74.0,1,2468,1,11,2,8,1,0,3,32009,4,6,8,1,84.8,0,1,vacation,joint,36954,36,6.34,2053.0,A,D2,Jan-2024,Late (16-30 days),fractional,Cash,30742.21,766.63,14382.74,4260.57,27.77
"Engineer, technical sales",4,OH,OWN,62458,Source Verified,38.06,,Source Verified,10.05,0,48.0,1990,0,23,4,235708,180203,1,1,,2,31,1,12,2,8,1,1,7,3112,1,10,0,1,84.3,0,0,small_business,joint,8247,60,11.39,152.72,E,E2,Aug-2023,Current,fractional,Cash,7781.12,5992.89,6015.44,1522.65,131.0
"Administrator, arts",7,AZ,MORTGAGE,167579,Verified,5.74,,Source Verified,,0,3.0,2015,1,42,8,296745,254151,1,2,,1,1590,5,5,16,2,1,1,9,40378,5,7,3,1,74.8,0,0,moving,joint,30536,36,10.08,1017.87,B,C2,Apr-2025,Current,whole,DirectPay,19425.49,21772.24,15752.7,5874.54,375.1
"Runner, broadcasting/film/video",8,CA,OWN,71089,Not Verified,23.42,,Source Verified,,0,1.0,2007,3,14,23,141058,68942,0,2,31.0,2,3126,2,1,4,3,0,0,5,42014,7,11,0,0,92.2,0,0,medical,individual,36727,36,20.58,781.43,A,B1,Dec-2025,Current,whole,DirectPay,19855.03,23773.17,16674.87,6595.84,76.77
"Solicitor, Scotland",7,NY,MORTGAGE,141270,Not Verified,39.42,105485.0,Source Verified,,0,,2012,6,37,2,128496,34132,0,3,,0,4959,4,3,18,10,1,1,4,18899,22,11,2,1,82.7,0,0,debt_consolidation,joint,17998,36,15.04,327.24,E,D2,Mar-2026,Current,whole,DirectPay,14984.88,168.79,4476.95,1452.5,338.96
Clinical biochemist,0,TX,MORTGAGE,160323,Not Verified,33.39,,Verified,26.04,0,,1985,7,40,5,144850,104317,0,1,,2,1634,5,7,1,4,0,0,6,29532,19,3,6,3,75.0,0,0,other,individual,48268,36,9.32,910.72,C,E1,Sep-2023,Current,whole,Cash,3254.51,5904.65,2430.37,520.4,42.81
Graphic designer,8,PA,OWN,123572,Source Verified,15.46,,Source Verified,,2,,2016,4,22,8,202321,168335,2,3,,0,2015,1,11,11,10,1,0,9,24181,12,6,8,0,63.3,0,0,moving,individual,9622,36,7.17,192.44,E,A1,Sep-2025,Late (16-30 days),fractional,Cash,7524.05,3886.47,6344.23,420.46,292.68
Patent examiner,5,PA,MORTGAGE,77328,Source Verified,34.65,,Verified,7.78,0,,1996,4,47,12,128439,63941,0,3,,1,2288,7,14,6,18,1,2,6,30885,22,8,7,4,92.7,0,0,home_improvement,joint,16297,60,9.62,465.63,A,E1,Aug-2025,Current,whole,DirectPay,15351.32,2821.92,257.33,1376.98,374.21
"Engineer, building services",1,NC,MORTGAGE,37810,Source Verified,36.44,,Source Verified,15.11,0,31.0,1989,7,5,18,103329,13241,1,1,57.0,0,1906,0,0,2,2,1,0,7,26531,6,5,4,2,78.6,0,0,home_improvement,joint,40770,60,5.97,799.41,A,E1,Oct-2024,Current,fractional,DirectPay,3784.58,21274.09,26132.33,6961.75,198.17
Occupational therapist,8,PA,MORTGAGE,81659,Source Verified,29.88,,Verified,,0,15.0,2000,8,22,9,295905,51555,1,0,81.0,2,1901,3,5,11,11,1,1,4,18394,4,8,5,1,67.8,0,1,medical,individual,45649,60,23.35,912.98,D,A2,Nov-2023,Charged Off,whole,Cash,16544.58,34941.7,21767.35,6243.12,160.72
Diplomatic Services operational officer,5,AZ,MORTGAGE,122879,Source Verified,8.35,189101.0,Not Verified,,1,41.0,2003,1,6,22,243792,191362,0,3,,2,2403,3,4,1,8,1,1,4,48991,3,1,7,3,99.4,0,0,credit_card,joint,39019,36,9.82,2295.24,C,D1,Aug-2023,Current,whole,Cash,11524.58,1780.42,3074.26,2129.77,203.09
International aid/development worker,10,NC,MORTGAGE,50191,Source Verified,6.04,198490.0,Not Verified,,0,,2010,2,28,15,166318,119369,1,2,,2,101,5,1,22,9,1,2,6,11210,8,4,9,0,71.5,0,0,debt_consolidation,individual,2148,36,18.0,143.2,D,B2,Jul-2023,Current,whole,Cash,1967.85,1235.19,632.01,147.42,466.86
"Geneticist, molecular",3,AZ,MORTGAGE,39102,Source Verified,29.28,,Not Verified,,0,,1991,7,40,22,20173,5487,2,0,,0,3329,6,6,13,5,1,0,7,48706,10,13,5,3,81.4,0,0,small_business,individual,5211,36,13.37,236.86,A,D1,Apr-2023,Current,whole,Cash,3006.88,1126.17,3581.14,621.32,116.17
Applications developer,7,TX,OWN,89205,Verified,32.22,201963.0,Source Verified,36.51,1,12.0,2005,0,27,1,33984,6763,1,3,,2,2165,5,3,5,2,0,0,7,28263,20,13,4,0,81.0,0,0,moving,individual,15344,36,17.83,902.59,A,D1,Sep-2025,Fully Paid,whole,DirectPay,11077.02,10026.03,1387.22,1655.54,381.63
"Designer, ceramics/pottery",4,TX,MORTGAGE,41720,Source Verified,13.15,,Source Verified,,1,,2001,9,33,12,57709,19494,2,4,,1,4308,4,0,20,10,1,0,2,29533,24,12,0,3,86.2,0,0,credit_card,joint,7608,36,11.62,195.08,D,D1,Mar-2025,Current,whole,Cash,5456.69,4180.06,5158.35,1401.42,450.29
Orthoptist,4,NC,MORTGAGE,173724,Source Verified,34.37,204230.0,Not Verified,11.4,0,,2011,0,11,23,230684,228784,1,0,,2,3890,3,12,1,19,1,2,4,2601,14,13,0,1,60.3,0,0,home_improvement,individual,39459,60,10.05,2466.19,B,C1,Aug-2025,Current,fractional,Cash,35068.57,3515.65,18145.71,6206.7,335.94
Speech and language therapist,5,IL,MORTGAGE,90338,Not Verified,38.47,246349.0,Source Verified,,0,,1990,1,8,23,123717,123395,2,0,,1,3125,5,8,6,5,1,1,7,23864,19,12,5,0,67.8,1,0,vacation,joint,25701,36,12.45,659.0,A,D2,Apr-2024,Late (31-120 days),whole,DirectPay,2155.3,25239.73,1769.17,814.39,210.17
Bookseller,10,OH,OWN,139215,Verified,25.86,,Source Verified,25.94,0,,2017,4,7,23,196272,175529,0,3,,2,4633,1,5,3,8,1,2,8,40819,18,8,4,0,91.6,0,0,home_improvement,joint,27760,36,15.8,514.07,E,A2,Aug-2025,Current,fractional,DirectPay,15067.19,20008.06,10976.4,4447.79,473.51
Fish farm manager,9,OH,RENT,102928,Verified,20.34,149230.0,Source Verified,,0,,2000,4,31,16,190778,7069,0,4,,1,346,5,8,23,18,1,1,5,20227,10,1,1,2,92.5,0,0,credit_card,joint,49952,36,10.96,1427.2,D,E1,Mar-2024,Current,fractional,Cash,47219.4,20699.81,20595.76,4508.56,228.72
"Conservator, museum/gallery",8,FL,RENT,84104,Verified,10.59,88366.0,Not Verified,,0,38.0,1996,7,49,8,196114,177898,0,0,1.0,1,2389,2,8,23,2,0,2,6,38195,4,8,8,3,81.8,0,0,medical,individual,24785,36,19.15,495.7,C,C2,Jan-2024,Current,whole,Cash,6373.17,4139.02,14863.56,3458.72,397.05
Seismic interpreter,2,PA,MORTGAGE,100145,Verified,14.09,153771.0,Not Verified,13.14,0,,1990,1,15,14,254409,193758,0,2,,0,1210,0,13,9,11,1,0,9,46751,24,5,4,0,88.0,0,1,credit_card,joint,12821,36,14.49,217.31,B,B1,Dec-2024,Current,whole,Cash,2639.28,7931.26,2975.22,92.43,265.67
"Education officer, environmental",10,NC,RENT,146310,Verified,12.14,,Not Verified,,0,57.0,1997,7,49,8,238294,68982,1,1,,2,3816,0,6,12,15,1,0,6,8889,9,1,4,4,87.7,0,0,credit_card,individual,10278,60,12.15,380.67,B,E1,Jun-2023,Fully Paid,fractional,Cash,2010.92,5928.3,3182.32,717.42,435.21
Environmental health practitioner,7,IL,MORTGAGE,132565,Source Verified,30.62,,Source Verified,28.19,0,,1999,5,12,20,84168,75307,0,4,,1,1614,3,12,21,10,0,1,9,34084,1,12,5,3,67.1,1,0,moving,joint,19733,36,12.35,469.83,B,B2,Jan-2026,Current,fractional,Cash,1553.97,12231.61,1216.05,191.07,153.01
"Therapist, horticultural",1,AZ,MORTGAGE,50096,Not Verified,19.91,,Not Verified,36.54,0,34.0,2012,2,10,11,60281,49618,2,2,,2,2939,5,2,10,9,1,0,5,5648,2,10,1,2,98.2,0,0,debt_consolidation,individual,23792,60,18.94,466.51,A,B1,Aug-2025,Fully Paid,fractional,DirectPay,17238.58,1298.34,6507.5,4368.61,287.18
Multimedia programmer,5,AZ,RENT,98542,Verified,16.47,159778.0,Not Verified,37.61,1,31.0,2013,6,47,3,172403,145734,1,4,,1,780,6,2,14,15,0,0,3,4963,2,2,5,1,82.4,1,0,vacation,joint,12792,36,17.1,1066.0,B,D2,Nov-2024,Current,whole,DirectPay,9597.34,9700.57,9435.85,2150.09,491.17
Dealer,9,TX,MORTGAGE,172228,Not Verified,44.94,,Source Verified,,0,1.0,2014,0,19,23,37284,3710,1,4,,2,3316,2,5,23,14,0,2,3,16450,8,7,8,0,82.6,0,0,credit_card,individual,12655,60,10.03,333.03,D,E1,Dec-2023,Current,whole,Cash,11414.39,748.54,2894.2,538.0,60.54
Chief Financial Officer,10,TX,RENT,38164,Verified,33.96,,Source Verified,,0,,2001,4,28,3,185165,117482,0,3,,1,958,3,10,22,7,1,1,5,7430,24,10,3,4,80.0,0,0,credit_card,joint,19259,36,12.65,418.67,A,B2,Apr-2024,Current,fractional,DirectPay,10846.21,10742.28,4279.68,3544.42,447.96
Editorial assistant,5,NY,OWN,82626,Source Verified,15.12,193868.0,Not Verified,,2,17.0,2007,4,35,20,252326,186146,2,4,,0,944,1,2,3,12,0,2,9,5778,2,10,7,0,81.5,0,0,other,joint,5729,36,18.37,286.45,D,B2,May-2023,Current,whole,Cash,406.92,5279.89,36.32,841.7,472.7
Secretary/administrator,8,AZ,RENT,155696,Source Verified,14.98,188867.0,Source Verified,,0,,2011,1,10,6,284011,114095,2,0,,1,1657,1,8,20,18,0,1,2,6529,18,12,0,3,78.1,0,0,moving,joint,6754,36,6.43,321.62,C,B2,Dec-2025,Current,fractional,Cash,695.59,3020.42,1606.53,211.33,85.62
"Nurse, learning disability",3,IL,OWN,62637,Source Verified,7.59,,Source Verified,19.85,0,41.0,2015,7,20,22,209698,39616,1,2,,2,367,3,2,19,15,0,2,2,3523,9,10,3,4,60.6,0,0,small_business,joint,38976,36,5.48,1856.0,D,D2,May-2024,Fully Paid,whole,DirectPay,11004.89,28539.83,18134.31,3613.58,58.22
Metallurgist,8,IL,RENT,49628,Not Verified,37.51,188264.0,Source Verified,,0,,2000,4,12,7,190794,182272,0,2,,1,3003,6,8,12,6,1,0,3,24046,22,4,2,4,78.3,0,0,home_improvement,individual,44529,60,9.68,1349.36,A,D1,May-2025,Late (16-30 days),whole,Cash,29602.44,8917.42,9442.57,2767.51,165.79
"Lecturer, higher education",1,NY,RENT,87372,Verified,6.21,63498.0,Source Verified,14.29,0,,2007,0,20,23,207117,113798,2,1,,0,1991,7,4,6,19,1,2,3,40661,12,9,6,0,76.3,0,0,moving,joint,46797,36,5.56,955.04,A,D1,Mar-2026,Fully Paid,fractional,Cash,22931.19,31719.87,24961.04,1689.55,136.16
Rural practice surveyor,6,PA,OWN,68141,Not Verified,5.9,153539.0,Verified,24.89,0,41.0,2017,4,9,8,251764,129623,1,1,80.0,2,886,4,2,1,19,1,1,6,16365,17,7,3,2,61.2,0,1,vacation,joint,27210,36,6.01,1007.78,A,E1,Dec-2023,Late (16-30 days),whole,Cash,22546.39,22773.1,11777.5,1020.7,250.38
Early years teacher,10,NC,RENT,41825,Not Verified,42.8,,Source Verified,37.69,0,,2013,7,22,20,172476,106280,0,2,,0,1493,2,10,4,18,1,1,2,46087,15,3,3,3,99.3,0,0,small_business,joint,23625,36,10.91,908.65,E,E2,Jul-2024,Current,fractional,Cash,9435.02,6336.85,9779.79,2293.92,174.41
"Doctor, hospital",9,OH,OWN,26437,Source Verified,28.82,,Source Verified,26.49,0,6.0,1986,6,24,14,189398,94443,1,4,,2,3273,6,7,0,8,1,1,6,40462,19,10,9,1,70.6,0,0,vacation,individual,45128,36,6.47,1128.2,B,A1,Nov-2024,Current,fractional,Cash,28549.96,7958.19,32051.58,2233.57,403.4
"Administrator, Civil Service",0,NC,OWN,32549,Source Verified,26.01,191631.0,Verified,,0,19.0,2000,1,19,24,74042,44722,1,0,,1,1351,5,6,23,16,0,0,2,18253,21,2,3,2,90.5,0,0,small_business,joint,26397,60,10.98,488.83,B,C1,Dec-2025,Current,fractional,Cash,25564.57,5995.59,2717.21,1665.74,233.56
"Teacher, early years/pre",5,TX,MORTGAGE,35586,Not Verified,36.17,,Not Verified,10.27,1,,1999,3,48,10,15516,11084,2,4,,2,4380,0,5,6,17,1,2,6,13253,2,1,6,2,87.9,0,0,other,individual,25726,60,23.44,887.1,A,C2,Aug-2023,Current,whole,Cash,11055.37,19320.46,407.11,1985.01,223.94
Proofreader,8,AZ,MORTGAGE,49615,Not Verified,34.62,,Not Verified,20.25,0,39.0,2013,4,47,23,83691,79430,2,0,,1,494,4,7,7,19,0,1,4,47436,22,12,0,3,73.3,1,0,other,individual,24406,36,23.43,903.93,A,E2,Jul-2025,Charged Off,fractional,DirectPay,6968.56,18390.9,16743.41,2880.56,183.17
"Lecturer, further education",6,OH,RENT,161940,Source Verified,29.01,91835.0,Verified,,0,,2015,5,22,20,86187,2726,0,1,,1,4217,7,9,12,6,1,0,4,21549,4,9,9,2,67.9,0,0,other,joint,21320,60,23.11,1522.86,D,E1,Jun-2025,Fully Paid,whole,DirectPay,13694.25,1315.21,16138.26,2727.76,198.99
"Designer, exhibition/display",5,AZ,MORTGAGE,134976,Source Verified,19.4,,Verified,,1,58.0,1989,8,30,18,199987,190571,2,4,,1,2609,2,9,14,8,0,1,3,39542,8,13,9,4,77.8,0,0,home_improvement,joint,27652,36,8.14,628.45,D,A1,Aug-2025,Current,fractional,Cash,8818.7,23012.17,13273.1,3916.03,57.21
"Accountant, chartered management",8,OH,OWN,45984,Verified,19.35,,Source Verified,,0,,2009,5,35,14,93872,60445,2,3,,2,1138,6,13,22,16,1,0,3,4030,3,6,3,0,90.8,0,0,medical,joint,48376,36,13.24,2303.62,C,A1,Mar-2024,Current,fractional,DirectPay,10095.02,39858.42,24928.21,8645.08,3.12
"Accountant, chartered",4,OH,OWN,168481,Source Verified,32.02,,Not Verified,,0,35.0,1994,3,20,20,195648,82083,1,4,,2,4359,1,12,23,12,0,1,9,27650,17,12,8,3,78.0,0,0,other,individual,22705,36,22.12,1419.06,A,B1,Oct-2024,Current,fractional,Cash,7088.23,10761.64,2680.64,3759.73,32.81
Soil scientist,7,PA,MORTGAGE,51311,Not Verified,38.99,,Not Verified,,0,,2004,7,35,19,123803,95090,0,4,64.0,1,676,5,6,2,13,0,1,4,40288,9,14,5,1,75.9,0,0,home_improvement,joint,9158,60,6.16,381.58,E,D1,Feb-2024,Late (16-30 days),whole,Cash,4200.86,2796.82,903.1,1228.26,292.09
Drilling engineer,9,PA,OWN,89547,Not Verified,16.09,,Verified,27.83,0,,2017,9,31,14,295785,199730,2,1,,1,4393,3,10,11,10,1,1,9,34608,11,9,8,3,71.7,0,1,medical,individual,32925,60,18.91,997.73,D,B2,Aug-2023,Late (31-120 days),whole,Cash,8607.84,11832.63,5781.21,1973.21,283.99
"Doctor, hospital",6,PA,MORTGAGE,106082,Verified,17.83,111374.0,Not Verified,35.06,0,,2012,2,37,8,231607,86337,1,3,,0,2729,4,1,18,6,1,1,3,34683,14,6,3,4,86.5,0,0,credit_card,joint,33500,36,12.05,632.08,E,C2,Oct-2023,Current,fractional,Cash,27311.41,8381.99,1110.23,2870.36,408.68
"Production assistant, radio",0,PA,MORTGAGE,71957,Verified,38.09,53002.0,Source Verified,35.39,0,,2005,6,18,11,186711,114258,0,3,,0,4515,5,3,2,4,1,1,2,11179,6,14,5,3,86.4,0,0,home_improvement,joint,44300,36,20.27,851.92,B,C2,May-2023,Current,fractional,Cash,14683.85,8324.77,6538.16,7716.8,429.91
Risk analyst,4,FL,OWN,87242,Verified,7.29,,Source Verified,13.07,0,,2002,9,12,12,24537,20892,1,4,,1,2503,6,6,14,16,0,2,4,25896,5,11,8,0,92.3,0,0,small_business,joint,16088,60,21.51,297.93,A,D2,May-2024,Late (16-30 days),fractional,DirectPay,10974.15,12520.14,3946.38,1179.29,25.04
Water quality scientist,1,AZ,MORTGAGE,176007,Verified,14.17,,Source Verified,25.64,0,33.0,2013,1,33,5,262290,126204,2,0,19.0,2,2695,2,1,11,16,1,2,3,2956,24,14,7,1,74.8,0,0,moving,joint,29970,60,17.38,651.52,C,B2,Nov-2023,Fully Paid,whole,Cash,25413.11,6911.83,5742.42,2985.98,330.97
"Engineer, civil (contracting)",4,NJ,OWN,168498,Source Verified,16.47,,Verified,10.25,0,27.0,1993,1,29,6,271797,53257,0,0,,2,196,1,3,15,19,1,1,7,25544,7,2,8,3,81.3,0,0,credit_card,individual,23734,60,5.42,624.58,E,D2,Dec-2024,Current,whole,Cash,15873.63,16397.67,50.07,1507.59,43.64
Air traffic controller,6,FL,OWN,74401,Source Verified,26.84,,Not Verified,14.61,2,,2006,9,24,16,58847,55934,1,3,,0,70,0,3,9,6,1,1,2,49928,1,1,8,4,61.1,0,0,medical,joint,48718,36,23.7,994.24,A,C2,Oct-2023,Late (31-120 days),whole,DirectPay,28629.94,24600.34,25308.17,1826.16,347.88
Outdoor activities/education manager,8,NJ,RENT,159756,Not Verified,44.36,,Not Verified,,2,,1995,0,26,8,220015,126918,1,1,23.0,0,958,1,2,17,16,1,0,2,36249,6,12,6,3,75.3,0,0,other,individual,28665,60,16.33,623.15,C,B2,Dec-2023,Current,whole,Cash,21486.8,21316.87,13465.43,2703.92,486.29
Retail buyer,6,NY,MORTGAGE,162286,Source Verified,25.87,210016.0,Verified,,2,,2015,1,19,13,212828,78694,1,0,,2,2775,4,3,8,19,1,2,2,28742,4,7,1,1,65.8,0,0,small_business,joint,41561,36,13.34,1093.71,B,D1,Nov-2024,Current,fractional,DirectPay,30956.99,12925.08,10136.79,2677.93,430.67
Charity officer,6,CA,RENT,148504,Source Verified,32.96,80050.0,Not Verified,,1,55.0,1987,8,30,14,288920,130505,1,2,,2,3223,2,3,1,6,0,1,9,31094,24,13,3,4,90.8,0,0,home_improvement,individual,42544,60,22.78,834.2,A,A1,Aug-2023,Current,fractional,Cash,20182.18,14251.43,22830.78,8467.43,468.89
Investment analyst,10,IL,MORTGAGE,69268,Source Verified,15.26,119953.0,Source Verified,,0,1.0,2017,7,33,22,124602,8100,0,2,,1,947,4,12,0,16,0,2,6,41784,22,2,0,4,94.5,0,0,credit_card,joint,34592,36,5.38,2306.13,E,B1,Jul-2025,Current,fractional,Cash,11136.59,2461.85,7614.33,2328.01,239.93
Museum/gallery conservator,2,NJ,MORTGAGE,178827,Verified,35.43,,Verified,6.6,1,,1997,4,19,13,129853,54262,2,0,,2,1959,7,13,18,13,0,1,8,27942,5,8,5,4,91.8,0,0,moving,joint,28307,36,19.73,1286.68,B,C2,Sep-2025,Current,fractional,DirectPay,21252.77,19322.38,14727.38,156.08,429.06
Physiological scientist,0,CA,MORTGAGE,111399,Source Verified,34.77,197830.0,Source Verified,17.81,2,,1999,5,29,13,108622,15354,1,4,2.0,2,2033,2,1,23,15,1,1,2,49770,22,5,4,0,72.5,0,0,small_business,joint,47881,60,23.33,1088.2,C,C1,Jun-2025,Current,whole,Cash,17974.01,8907.86,18733.42,1293.62,293.46
